nome_cliente;Plano;dt_desativacao_sac;dt_cadastro_sac;st_diavencimento_sac;st_cartaobandeira_sac;campo1;st_estado_sac;Pacote de mensagem;Valor;MRR
95584;Sea;09/23/2020;09/24/2020;25;Cartão de crédito;;DF;;1000;1000
95581;Sea;09/23/2020;09/24/2020;25;Cartão de crédito;;DF;;1000;1000
95585;Sea;09/23/2020;09/24/2020;25;Cartão de crédito;;DF;;1000;1000
95588;Sea;01/27/2022;09/24/2020;25;Boleto;;MG;;1000;1000
95585;Sea;09/23/2020;09/24/2020;25;Cartão de crédito;;DF;;1000;1000
95116;Sea;09/23/2020;09/24/2020;25;Boleto;;SC;;1000;1000
95584;Sea;09/23/2020;09/23/2020;25;Cartão de crédito;;DF;;1000;1000
95589;Sea;09/23/2020;09/23/2020;25;Cartão de crédito;;DF;;1000;1000
95119;Sea;09/22/2020;09/23/2020;25;Cartão de crédito;;SC;;1000;1000
95119;Sea;09/22/2020;09/23/2020;25;Cartão de crédito;;DF;;1000;1000
95589;Sea;09/22/2020;09/23/2020;25;Cartão de crédito;;DF;;1000;1000
95119;Sea;09/22/2020;09/23/2020;25;Boleto;;DF;;1000;1000
95119;Sea;09/22/2020;09/23/2020;25;Boleto;;SC;;1000;1000
95119;Sea;09/22/2020;09/23/2020;25;Boleto;;SC;;1000;1000
95119;Sea;09/22/2020;09/23/2020;25;Boleto;;SC;;1000;1000
95119;Sea;09/22/2020;09/23/2020;25;Boleto;;SC;;1000;1000
95119;Sea;09/22/2020;09/23/2020;25;Boleto;;SC;;1000;1000
95558;Sea;09/22/2020;09/23/2020;25;Boleto;;SC;;1000;1000
95558;Sea;09/22/2020;09/23/2020;25;Boleto;;SC;;1000;1000
95590;Sea;08/22/2022;09/23/2020;25;Cartão de crédito;;SP;;1000;1000
95591;Sea;02/18/2021;09/23/2020;25;Cartão de crédito;;SP;;1000;1000
95592;Sea;09/20/2021;09/23/2020;25;Cartão de crédito;;RJ;;1000;1000
95592;Sea;09/23/2020;09/23/2020;25;Boleto;;RJ;;1000;1000
95593;Sea;;09/23/2020;25;Boleto;;MG;;1000;1000
95594;Sea;;09/23/2020;25;Cartão de crédito;;RS;;1000;1000
95558;Sea;09/22/2020;09/23/2020;25;Boleto;;DF;;1000;1000
95558;Sea;09/22/2020;09/23/2020;25;Boleto;;SC;;1000;1000
95558;Sea;09/22/2020;09/23/2020;25;Boleto;;SC;;1000;1000
95558;Sea;09/22/2020;09/23/2020;25;Boleto;;SC;;1000;1000
95595;Sea;05/05/2021;09/23/2020;25;Cartão de crédito;;SP;;1000;1000
95558;Sea;09/22/2020;09/23/2020;25;Boleto;;DF;;1000;1000
95558;Sea;09/22/2020;09/23/2020;25;Boleto;;DF;;1000;1000
95596;Sea;09/22/2020;09/23/2020;25;Boleto;;DF;;1000;1000
95596;Sea;09/22/2020;09/23/2020;25;Boleto;;DF;;1000;1000
95596;Sea;09/22/2020;09/23/2020;25;Cartão de crédito;;DF;;1000;1000
95235;Sea;09/22/2020;09/23/2020;25;Boleto;;DF;;1000;1000
95235;Sea;09/22/2020;09/23/2020;25;Boleto;;DF;;1000;1000
95235;Sea;09/22/2020;09/23/2020;25;Boleto;;DF;;1000;1000
95235;Sea;09/22/2020;09/23/2020;25;Boleto;;DF;;1000;1000
95235;Sea;09/22/2020;09/23/2020;25;Cartão de crédito;;DF;;1000;1000
95558;Sea;09/22/2020;09/23/2020;25;Cartão de crédito;;DF;;1000;1000
95597;Sea;04/20/2021;09/23/2020;25;Cartão de crédito;;RJ;;1000;1000
95598;Sea;10/13/2020;09/23/2020;0;Cartão de crédito;;MG;;1000;1000
95599;Sea;01/27/2021;09/23/2020;0;Cartão de crédito;;GO;;1000;1000
95600;Sea;09/21/2020;09/22/2020;25;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/21/2020;09/22/2020;25;Cartão de crédito;;DF;;1000;1000
95601;Sea;;09/22/2020;25;Cartão de crédito;;SP;;1000;1000
95558;Sea;09/21/2020;09/22/2020;25;Cartão de crédito;;SC;;1000;1000
95558;Sea;09/21/2020;09/22/2020;25;Cartão de crédito;;SC;;1000;1000
95558;Sea;09/21/2020;09/22/2020;25;Cartão de crédito;;SC;;1000;1000
95602;Sea;12/02/2020;09/22/2020;0;Cartão de crédito;;SP;;1000;1000
95603;Sea;;09/22/2020;25;Boleto;;SP;;1000;1000
95604;Sea;09/29/2020;09/22/2020;25;Boleto;;MG;;1000;1000
95605;Sea;02/02/2021;09/22/2020;0;Cartão de crédito;;RJ;;1000;1000
95606;Sea;08/26/2021;09/22/2020;25;Boleto;;MG;;1000;1000
95607;Sea;;09/22/2020;25;Cartão de crédito;;RJ;;1000;1000
95608;Sea;09/28/2020;09/21/2020;0;Cartão de crédito;;DF;;1000;1000
95609;Sea;01/27/2021;09/21/2020;25;Cartão de crédito;;ES;;1000;1000
95610;Sea;;09/21/2020;25;Boleto;;ES;;1000;1000
95611;Sea;12/08/2020;09/21/2020;0;Cartão de crédito;;SP;;1000;1000
95235;Sea;09/21/2020;09/20/2020;25;Boleto;;SP;;1000;1000
95235;Sea;09/21/2020;09/20/2020;25;Boleto;;SP;;1000;1000
95235;Sea;09/21/2020;09/20/2020;25;Cartão de crédito;;DF;;1000;1000
95612;Sea;10/07/2020;09/20/2020;25;Cartão de crédito;;SP;;1000;1000
95613;Sea;03/16/2021;09/20/2020;25;Cartão de crédito;;SP;;1000;1000
95614;Sea;01/23/2023;09/18/2020;20;Boleto;;SP;;1000;1000
95615;Sea;02/02/2021;09/18/2020;20;Cartão de crédito;;PR;;1000;1000
95616;Sea;10/01/2021;09/18/2020;20;Cartão de crédito;;SP;;1000;1000
95617;Sea;09/15/2022;09/18/2020;20;Cartão de crédito;;RJ;;1000;1000
95618;Sea;04/20/2021;09/18/2020;20;Cartão de crédito;;PE;;1000;1000
95619;Sea;;09/18/2020;20;Cartão de crédito;;SP;;1000;1000
91988;Sea;11/11/2022;09/18/2020;20;Boleto;;SP;;1000;1000
95620;Sea;12/10/2020;09/18/2020;0;Boleto;;CE;;1000;1000
95621;Sea;;09/18/2020;20;Cartão de crédito;;SP;;1000;1000
95622;Sea;12/01/2020;09/18/2020;0;Cartão de crédito;;SP;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;SC;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;SC;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;SC;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;SC;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;SC;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;SC;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;SC;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;SC;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;SC;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;SC;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;SC;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;SC;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;SC;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;SC;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;SC;;1000;1000
95623;Sea;09/17/2020;09/17/2020;20;Cartão de crédito;;RJ;;1000;1000
95624;Sea;09/22/2020;09/17/2020;0;Boleto;;BA;;1000;1000
95625;Sea;;09/17/2020;20;Cartão de crédito;;RN;;1000;1000
95626;Sea;;09/17/2020;20;Cartão de crédito;;SP;;1000;1000
95627;Sea;09/16/2020;09/17/2020;20;Boleto;;DF;;1000;1000
95627;Sea;09/16/2020;09/17/2020;20;Boleto;;DF;;1000;1000
95627;Sea;09/16/2020;09/17/2020;20;Boleto;;DF;;1000;1000
95627;Sea;09/16/2020;09/17/2020;20;Boleto;;SP;;1000;1000
95627;Sea;09/16/2020;09/17/2020;20;Boleto;;SP;;1000;1000
95627;Sea;09/16/2020;09/17/2020;20;Boleto;;SP;;1000;1000
95627;Sea;09/16/2020;09/17/2020;20;Boleto;;SP;;1000;1000
95627;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;DF;;1000;1000
95627;Sea;09/16/2020;09/17/2020;20;Boleto;;DF;;1000;1000
95627;Sea;09/16/2020;09/17/2020;20;Boleto;;DF;;1000;1000
95627;Sea;09/16/2020;09/17/2020;20;Boleto;;SP;;1000;1000
95627;Sea;09/16/2020;09/17/2020;20;Boleto;;SP;;1000;1000
95627;Sea;09/16/2020;09/17/2020;20;Boleto;;SP;;1000;1000
95628;Sea;06/09/2022;09/17/2020;20;Cartão de crédito;;SP;;1000;1000
95584;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;DF;;1000;1000
95629;Sea;;09/17/2020;20;Cartão de crédito;;PR;;1000;1000
95630;Sea;;09/17/2020;20;Boleto;;SP;;1000;1000
95631;Sea;09/16/2020;09/17/2020;20;Boleto;;SC;;1000;1000
95632;Sea;05/26/2022;09/17/2020;20;Boleto;;PE;;1000;1000
95633;Sea;01/18/2021;09/17/2020;0;Boleto;;PR;;1000;1000
95584;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;DF;;1000;1000
95235;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;DF;;1000;1000
95235;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;DF;;1000;1000
95235;Sea;09/16/2020;09/17/2020;20;Cartão de crédito;;DF;;1000;1000
95119;Sea;09/16/2020;09/17/2020;20;Boleto;;SC;;1000;1000
95634;Sea;11/18/2021;09/16/2020;20;Cartão de crédito;;SP;;1000;1000
95584;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95584;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95635;Sea;09/16/2020;09/16/2020;17;Cartão de crédito;;DF;;1000;1000
95631;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Boleto;;SC;;1000;1000
95056;Sea;09/15/2020;09/16/2020;20;Boleto;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;17;Cartão de crédito;;SC;;1000;1000
95584;Sea;09/16/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;17;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Boleto;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95636;Sea;05/26/2022;09/16/2020;20;Boleto;;SP;;1000;1000
95637;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95638;Sea;03/26/2021;09/16/2020;20;Cartão de crédito;;SP;;1000;1000
95639;Sea;05/27/2021;09/16/2020;20;Cartão de crédito;;SP;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;SC;;1000;1000
95631;Sea;09/15/2020;09/16/2020;20;Boleto;;SC;;1000;1000
95119;Sea;09/15/2020;09/16/2020;20;Boleto;;SC;;1000;1000
95640;Sea;07/22/2022;09/16/2020;16;Boleto;;MG;;1000;1000
95641;Sea;04/12/2022;09/16/2020;20;Cartão de crédito;;MG;;1000;1000
95642;Sea;09/15/2020;09/16/2020;20;Cartão de crédito;;DF;;1000;1000
95642;Sea;09/15/2020;09/16/2020;20;Boleto;;DF;;1000;1000
95642;Sea;09/15/2020;09/16/2020;20;Boleto;;DF;;1000;1000
95643;Sea;09/15/2020;09/16/2020;16;Boleto;;DF;;1000;1000
95643;Sea;09/15/2020;09/16/2020;16;Boleto;;DF;;1000;1000
95643;Sea;09/15/2020;09/16/2020;16;Boleto;;DF;;1000;1000
95643;Sea;09/15/2020;09/16/2020;16;Boleto;;DF;;1000;1000
95643;Sea;09/15/2020;09/16/2020;16;Boleto;;DF;;1000;1000
95644;Sea;05/10/2021;09/16/2020;20;Boleto;;PR;;1000;1000
95645;Sea;;09/16/2020;20;Cartão de crédito;;SP;;1000;1000
95646;Sea;12/18/2020;09/16/2020;0;Boleto;;SP;;1000;1000
95647;Sea;;09/16/2020;20;Boleto;;RS;;1000;1000
95648;Sea;09/02/2022;09/16/2020;15;Cartão de crédito;;MG;;1000;1000
95649;Sea;01/18/2022;09/16/2020;20;Cartão de crédito;;PR;;1000;1000
95119;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95631;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95631;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95631;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95631;Sea;09/16/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95650;Sea;09/16/2020;09/15/2020;20;Cartão de crédito;;SP;;1000;1000
95056;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95056;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95056;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95056;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95651;Sea;09/16/2020;09/15/2020;20;Cartão de crédito;;SP;;1000;1000
95652;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95652;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95056;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95056;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95056;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95056;Sea;09/14/2020;09/15/2020;10;Boleto;;SC;;1000;1000
95056;Sea;09/14/2020;09/15/2020;10;Boleto;;SC;;1000;1000
95653;Sea;09/14/2020;09/15/2020;20;Cartão de crédito;;SC;;1000;1000
95654;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95653;Sea;09/14/2020;09/15/2020;20;Cartão de crédito;;SC;;1000;1000
95655;Sea;09/25/2020;09/15/2020;20;Cartão de crédito;;MG;;1000;1000
95585;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95656;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95657;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95657;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95657;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95657;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95658;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95658;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95658;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95658;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95658;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95659;Sea;09/14/2020;09/15/2020;20;Cartão de crédito;;SC;;1000;1000
95635;Sea;09/14/2020;09/15/2020;20;Cartão de crédito;;SC;;1000;1000
95660;Sea;07/29/2021;09/15/2020;20;Boleto;;RJ;;1000;1000
95661;Sea;05/02/2023;09/15/2020;20;Cartão de crédito;;SP;;1000;1000
95662;Sea;02/21/2022;09/15/2020;20;Cartão de crédito;;RS;;1000;1000
95663;Sea;09/14/2020;09/15/2020;20;Cartão de crédito;;SC;;1000;1000
95664;Sea;09/14/2020;09/15/2020;20;Cartão de crédito;;SC;;1000;1000
95665;Sea;09/14/2020;09/15/2020;20;Cartão de crédito;;SC;;1000;1000
95666;Sea;09/14/2020;09/15/2020;20;Cartão de crédito;;SC;;1000;1000
95667;Sea;11/19/2020;09/15/2020;20;Cartão de crédito;;PR;;1000;1000
95668;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95668;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95669;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95670;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95671;Sea;10/06/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95672;Sea;09/14/2020;09/15/2020;20;Cartão de crédito;;SC;;1000;1000
95673;Sea;09/14/2020;09/15/2020;20;Cartão de crédito;;SC;;1000;1000
95674;Sea;09/14/2020;09/15/2020;20;Cartão de crédito;;SC;;1000;1000
95675;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95676;Sea;;09/15/2020;20;Cartão de crédito;;PR;;1000;1000
95656;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95677;Sea;09/14/2020;09/15/2020;20;Cartão de crédito;;SC;;1000;1000
95585;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95584;Sea;09/14/2020;09/15/2020;20;Cartão de crédito;;DF;;1000;1000
95678;Sea;09/14/2020;09/15/2020;20;Boleto;;DF;;1000;1000
95677;Sea;09/14/2020;09/15/2020;20;Cartão de crédito;;SC;;1000;1000
95677;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95677;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95677;Sea;09/14/2020;09/15/2020;20;Cartão de crédito;;SC;;1000;1000
95677;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95679;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95679;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95679;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95679;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95679;Sea;09/14/2020;09/15/2020;20;Boleto;;SC;;1000;1000
95679;Sea;09/14/2020;09/14/2020;15;Boleto;;SC;;1000;1000
95680;Sea;09/13/2020;09/14/2020;20;Boleto;;SC;;1000;1000
95681;Sea;09/13/2020;09/14/2020;15;Boleto;;SC;;1000;1000
95681;Sea;09/13/2020;09/14/2020;15;Boleto;;SC;;1000;1000
95682;Sea;09/14/2020;09/14/2020;15;Boleto;;SC;;1000;1000
95682;Sea;09/13/2020;09/14/2020;15;Boleto;;SC;;1000;1000
95056;Sea;09/13/2020;09/14/2020;15;Boleto;;SC;;1000;1000
95682;Sea;09/13/2020;09/14/2020;15;Boleto;;SC;;1000;1000
95683;Sea;09/13/2020;09/14/2020;15;Boleto;;SP;;1000;1000
95684;Sea;09/13/2020;09/14/2020;15;Boleto;;SP;;1000;1000
95685;Sea;09/13/2020;09/14/2020;15;Boleto;;DF;;1000;1000
95675;Sea;09/13/2020;09/14/2020;15;Boleto;;DF;;1000;1000
95686;Sea;09/13/2020;09/14/2020;15;Boleto;;DF;;1000;1000
95581;Sea;09/13/2020;09/14/2020;15;Cartão de crédito;;DF;;1000;1000
95581;Sea;09/13/2020;09/14/2020;15;Boleto;;DF;;1000;1000
95584;Sea;09/13/2020;09/14/2020;15;Cartão de crédito;;DF;;1000;1000
95687;Sea;09/13/2020;09/14/2020;15;Cartão de crédito;;SP;;1000;1000
95600;Sea;09/13/2020;09/14/2020;15;Boleto;;DF;;1000;1000
95675;Sea;09/13/2020;09/14/2020;15;Boleto;;DF;;1000;1000
95688;Sea;09/13/2020;09/14/2020;15;Boleto;;SP;;1000;1000
95689;Sea;09/13/2020;09/14/2020;15;Boleto;;SP;;1000;1000
95690;Sea;11/16/2020;09/14/2020;15;Cartão de crédito;;SP;;1000;1000
95691;Sea;09/13/2020;09/14/2020;15;Boleto;;DF;;1000;1000
95689;Sea;09/13/2020;09/14/2020;15;Boleto;;SP;;1000;1000
95689;Sea;09/13/2020;09/14/2020;15;Boleto;;SP;;1000;1000
95689;Sea;09/13/2020;09/14/2020;15;Boleto;;SP;;1000;1000
95689;Sea;09/13/2020;09/14/2020;15;Boleto;;SP;;1000;1000
95692;Sea;;09/14/2020;15;Boleto;;PI;;1000;1000
95693;Sea;03/30/2021;09/14/2020;15;Cartão de crédito;;RS;;1000;1000
95694;Sea;11/16/2020;09/14/2020;0;Boleto;;SP;;1000;1000
95695;Sea;05/24/2022;09/14/2020;15;Boleto;;SP;;1000;1000
95696;Sea;12/02/2020;09/14/2020;0;Cartão de crédito;;SC;;1000;1000
95697;Sea;12/17/2020;09/14/2020;0;Cartão de crédito;;PE;;1000;1000
95698;Sea;09/13/2020;09/13/2020;13;Boleto;;DF;;1000;1000
95699;Sea;09/13/2020;09/13/2020;13;Boleto;;DF;;1000;1000
95700;Sea;09/12/2020;09/13/2020;15;Cartão de crédito;;DF;;1000;1000
94417;Sea;09/12/2020;09/13/2020;15;Cartão de crédito;;DF;;1000;1000
95701;Sea;09/12/2020;09/13/2020;15;Boleto;;DF;;1000;1000
95627;Sea;09/12/2020;09/13/2020;15;Cartão de crédito;;SP;;1000;1000
95702;Sea;09/13/2020;09/13/2020;15;Boleto;;SP;;1000;1000
95702;Sea;09/13/2020;09/13/2020;15;Boleto;;SP;;1000;1000
95702;Sea;09/13/2020;09/13/2020;15;Boleto;;SP;;1000;1000
95702;Sea;09/12/2020;09/13/2020;15;Boleto;;SP;;1000;1000
95702;Sea;09/12/2020;09/13/2020;15;Boleto;;SP;;1000;1000
95702;Sea;09/12/2020;09/13/2020;15;Boleto;;SP;;1000;1000
95702;Sea;09/12/2020;09/13/2020;15;Boleto;;SP;;1000;1000
95056;Sea;09/12/2020;09/13/2020;15;Boleto;;SC;;1000;1000
95056;Sea;09/12/2020;09/13/2020;15;Boleto;;SC;;1000;1000
95056;Sea;09/12/2020;09/13/2020;15;Boleto;;SC;;1000;1000
95056;Sea;09/12/2020;09/13/2020;15;Boleto;;SC;;1000;1000
95056;Sea;09/12/2020;09/13/2020;15;Boleto;;SC;;1000;1000
95056;Sea;09/12/2020;09/13/2020;10;Boleto;;SC;;1000;1000
95056;Sea;09/12/2020;09/13/2020;10;Boleto;;SC;;1000;1000
95703;Sea;04/15/2022;09/11/2020;10;Cartão de crédito;;SP;;1000;1000
95704;Sea;09/12/2020;09/11/2020;15;Boleto;;SP;;1000;1000
95705;Sea;06/24/2022;09/11/2020;15;Cartão de crédito;;RJ;;1000;1000
95706;Sea;01/18/2021;09/11/2020;15;Cartão de crédito;;PI;;1000;1000
95707;Sea;12/16/2021;09/11/2020;15;Cartão de crédito;;DF;;1000;1000
95708;Sea;;09/11/2020;11;Cartão de crédito;;SP;;1000;1000
95709;Sea;05/09/2022;09/11/2020;15;Boleto;;RJ;;1000;1000
95710;Sea;01/27/2021;09/11/2020;0;Boleto;;MA;;1000;1000
95711;Sea;12/17/2020;09/11/2020;0;Cartão de crédito;;RS;;1000;1000
95712;Sea;12/17/2020;09/11/2020;15;Boleto;;RS;;1000;1000
95711;Sea;09/10/2020;09/11/2020;11;Cartão de crédito;;RS;;1000;1000
95713;Sea;10/14/2021;09/11/2020;15;Boleto;;SP;;1000;1000
95714;Sea;02/02/2021;09/11/2020;0;Cartão de crédito;;Florida;;1000;1000
95627;Sea;09/12/2020;09/11/2020;11;Cartão de crédito;;SP;;1000;1000
95627;Sea;09/12/2020;09/11/2020;11;Cartão de crédito;;SP;;1000;1000
95715;Sea;09/12/2020;09/10/2020;11;Boleto;;SP;;1000;1000
95716;Sea;09/09/2020;09/10/2020;10;Boleto;;SP;;1000;1000
95717;Sea;09/09/2020;09/10/2020;10;Boleto;;SP;;1000;1000
95718;Sea;;09/10/2020;11;Cartão de crédito;;SP;;1000;1000
95719;Sea;06/14/2022;09/10/2020;10;Boleto;;SP;;1000;1000
95720;Sea;11/05/2020;09/10/2020;0;Boleto;;SP;;1000;1000
95721;Sea;09/09/2020;09/10/2020;10;Boleto;;SP;;1000;1000
95722;Sea;09/09/2020;09/10/2020;10;Boleto;;SP;;1000;1000
95723;Sea;09/09/2020;09/10/2020;10;Boleto;;SP;;1000;1000
95724;Sea;09/09/2020;09/10/2020;10;Boleto;;SP;;1000;1000
95724;Sea;09/09/2020;09/10/2020;10;Boleto;;SP;;1000;1000
